epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2841.25,1.10754,1.31834,1.08996,0.40936,0.28563,0.26918,0.19616,1.2178,2.23211,1.17334,0.005842,0.005842,0.005842
44,2903.51,1.11171,1.31509,1.08404,0.4379,0.25937,0.25728,0.19068,1.21228,2.30039,1.16678,0.005743,0.005743,0.005743
45,2966.56,1.11217,1.29353,1.08639,0.44937,0.26823,0.26406,0.19432,1.20243,2.27593,1.16668,0.005644,0.005644,0.005644
46,3027.73,1.09705,1.25797,1.08214,0.40562,0.28921,0.27403,0.20263,1.21458,2.2342,1.17885,0.005545,0.005545,0.005545
47,3086.49,1.10022,1.25017,1.07654,0.47296,0.27065,0.27635,0.20161,1.21162,2.22917,1.1716,0.005446,0.005446,0.005446
48,3149.27,1.08487,1.2353,1.07569,0.40646,0.29734,0.28492,0.20968,1.19493,2.2111,1.15866,0.005347,0.005347,0.005347
49,3211.41,1.07236,1.2033,1.06528,0.50886,0.28769,0.3007,0.2212,1.20434,2.18126,1.1621,0.005248,0.005248,0.005248
50,3270.19,1.06739,1.18464,1.06847,0.49776,0.28907,0.29075,0.21445,1.19699,2.19431,1.16013,0.005149,0.005149,0.005149
51,3331.47,1.06654,1.17082,1.0651,0.55788,0.27603,0.28609,0.21286,1.17694,2.18655,1.14659,0.00505,0.00505,0.00505
52,3394.02,1.0703,1.15695,1.06512,0.49235,0.28052,0.28105,0.20553,1.18064,2.1808,1.15382,0.004951,0.004951,0.004951
53,3455.85,1.06759,1.14422,1.0687,0.45457,0.29307,0.2955,0.21993,1.18614,2.21007,1.15682,0.004852,0.004852,0.004852
54,3513.62,1.06268,1.11951,1.05895,0.49068,0.29587,0.29927,0.22128,1.19204,2.19544,1.15471,0.004753,0.004753,0.004753
55,3575.22,1.05364,1.1184,1.0547,0.57939,0.27722,0.30745,0.2292,1.17177,2.17923,1.15257,0.004654,0.004654,0.004654
56,3637.16,1.04971,1.10196,1.05838,0.5307,0.29133,0.30008,0.22494,1.16716,2.18646,1.14176,0.004555,0.004555,0.004555
57,3696.08,1.05091,1.09249,1.05268,0.48651,0.30053,0.30264,0.22397,1.17327,2.19359,1.15275,0.004456,0.004456,0.004456
58,3757.29,1.0308,1.07145,1.04668,0.50873,0.30562,0.31049,0.23239,1.16242,2.18384,1.14363,0.004357,0.004357,0.004357
59,3815.14,1.03058,1.05852,1.0489,0.55356,0.30291,0.31513,0.23535,1.1718,2.189,1.14638,0.004258,0.004258,0.004258
60,3879.09,1.02912,1.05621,1.04017,0.52733,0.30249,0.31078,0.23279,1.16178,2.16627,1.14481,0.004159,0.004159,0.004159
61,3940.98,1.02328,1.04353,1.04073,0.48155,0.31671,0.31532,0.23477,1.17123,2.17944,1.14807,0.00406,0.00406,0.00406
62,3999.05,1.01877,1.03267,1.04304,0.56572,0.31135,0.32068,0.23981,1.16408,2.16638,1.14297,0.003961,0.003961,0.003961
63,4060.04,1.01277,1.00319,1.03432,0.54187,0.30479,0.32221,0.23925,1.17029,2.18719,1.14377,0.003862,0.003862,0.003862
64,4121.13,1.01051,1.0033,1.03787,0.55327,0.31241,0.32621,0.24542,1.16114,2.1705,1.13991,0.003763,0.003763,0.003763
65,4179.32,1.00279,0.97581,1.0309,0.56106,0.29983,0.32252,0.24419,1.16562,2.1995,1.13866,0.003664,0.003664,0.003664
66,4242.48,0.99638,0.96847,1.02964,0.54731,0.30627,0.32241,0.23981,1.16749,2.1515,1.14123,0.003565,0.003565,0.003565
67,4303.91,1.00122,0.9479,1.02078,0.58233,0.31372,0.33354,0.24985,1.15875,2.14422,1.13606,0.003466,0.003466,0.003466
68,4362.09,0.97999,0.94184,1.01687,0.61609,0.30843,0.33236,0.24612,1.15903,2.17884,1.14181,0.003367,0.003367,0.003367
69,4423.82,0.98611,0.94018,1.02437,0.54375,0.32313,0.33189,0.24647,1.1613,2.16999,1.13181,0.003268,0.003268,0.003268
70,4487.27,0.99354,0.95777,1.02326,0.56285,0.32079,0.33328,0.24707,1.15783,2.16762,1.1357,0.003169,0.003169,0.003169
71,4549.75,0.98352,0.92309,1.02235,0.57699,0.32531,0.33788,0.25339,1.14484,2.15932,1.13019,0.00307,0.00307,0.00307
72,4607.46,0.97529,0.92788,1.02003,0.62101,0.30944,0.33931,0.25342,1.14679,2.14794,1.12635,0.002971,0.002971,0.002971
73,4669.23,0.96976,0.90157,1.01818,0.58656,0.31389,0.33704,0.25387,1.14749,2.15712,1.12974,0.002872,0.002872,0.002872
74,4730.38,0.96099,0.88719,1.00858,0.62695,0.30334,0.33188,0.2504,1.14822,2.17781,1.13219,0.002773,0.002773,0.002773
75,4804.65,0.96017,0.87174,1.01124,0.57245,0.32073,0.34227,0.25801,1.13554,2.1774,1.13216,0.002674,0.002674,0.002674
76,4869.91,0.95563,0.88274,1.008,0.58964,0.32766,0.34342,0.25826,1.13418,2.13065,1.12676,0.002575,0.002575,0.002575
77,4928.56,0.94509,0.87482,1.00311,0.61655,0.31367,0.34181,0.25742,1.14078,2.14997,1.13107,0.002476,0.002476,0.002476
78,4994.1,0.94799,0.85098,1.00728,0.64832,0.30821,0.34402,0.25879,1.13587,2.14254,1.12351,0.002377,0.002377,0.002377
79,5055.13,0.94084,0.84689,0.999,0.586,0.32336,0.34607,0.26066,1.14314,2.11557,1.12463,0.002278,0.002278,0.002278
80,5112.48,0.93984,0.85103,1.00424,0.57249,0.33204,0.34723,0.26151,1.13171,2.12611,1.12303,0.002179,0.002179,0.002179
81,5173.77,0.94686,0.83966,1.00328,0.60013,0.32957,0.3495,0.26308,1.13381,2.13811,1.12061,0.00208,0.00208,0.00208
82,5237.42,0.93549,0.81998,1.00005,0.63502,0.31464,0.34728,0.26358,1.13525,2.14761,1.12459,0.001981,0.001981,0.001981
83,5296.41,0.93581,0.82207,0.99629,0.57468,0.33669,0.35537,0.2707,1.11175,2.13394,1.10667,0.001882,0.001882,0.001882
84,5358.83,0.91831,0.81361,0.99509,0.57175,0.33533,0.35544,0.26922,1.12284,2.12485,1.11403,0.001783,0.001783,0.001783
85,5420.27,0.92704,0.81355,0.99807,0.59231,0.33193,0.34954,0.26525,1.13192,2.15218,1.12381,0.001684,0.001684,0.001684
86,5483.89,0.92135,0.80189,0.98989,0.58608,0.33786,0.35416,0.26854,1.12354,2.13479,1.11798,0.001585,0.001585,0.001585
87,5542.11,0.91375,0.79563,0.98963,0.64865,0.32904,0.35626,0.2702,1.1298,2.1346,1.11668,0.001486,0.001486,0.001486
88,5604.25,0.9141,0.78799,0.98778,0.64291,0.32335,0.35276,0.26863,1.12386,2.14516,1.11468,0.001387,0.001387,0.001387
89,5667.93,0.90829,0.77785,0.98574,0.56627,0.33892,0.35633,0.2714,1.11755,2.1251,1.11381,0.001288,0.001288,0.001288
90,5725.92,0.9028,0.77103,0.98443,0.6391,0.32594,0.35598,0.27053,1.11963,2.14374,1.11369,0.001189,0.001189,0.001189
91,5788.62,0.86129,0.6993,0.94424,0.6233,0.3317,0.35608,0.27035,1.13151,2.1163,1.12175,0.00109,0.00109,0.00109
92,5849.82,0.84483,0.66333,0.93789,0.57995,0.34609,0.35911,0.27297,1.12148,2.12497,1.11638,0.000991,0.000991,0.000991
93,5909.91,0.83428,0.64425,0.93642,0.6537,0.33894,0.3659,0.27841,1.1196,2.12769,1.11499,0.000892,0.000892,0.000892
94,5965.72,0.83564,0.62775,0.93506,0.65017,0.33836,0.36416,0.27823,1.11158,2.12452,1.11017,0.000793,0.000793,0.000793
95,6026.25,0.82711,0.62282,0.93476,0.62349,0.34207,0.36572,0.27874,1.11079,2.13144,1.10954,0.000694,0.000694,0.000694
96,6082.53,0.82319,0.62361,0.93264,0.66232,0.33495,0.3633,0.27742,1.11277,2.13364,1.10971,0.000595,0.000595,0.000595
97,6143.75,0.81218,0.60904,0.92914,0.64805,0.3401,0.36437,0.27906,1.10876,2.13095,1.10836,0.000496,0.000496,0.000496
98,6205.89,0.81256,0.59921,0.92557,0.68324,0.33057,0.36517,0.2794,1.10801,2.14443,1.10741,0.000397,0.000397,0.000397
99,6271.34,0.80683,0.59745,0.92614,0.67481,0.3357,0.36789,0.28099,1.11095,2.13899,1.10822,0.000298,0.000298,0.000298
100,6331.8,0.80723,0.59379,0.92193,0.68264,0.33898,0.36933,0.28273,1.11098,2.12997,1.10941,0.000199,0.000199,0.000199
